FantasyPoints,Date,Name,Salary,Position,Home
59.7,20151027,Curry Stephen,10400,PG,H
37.3,20151027,Williams Maurice,6000,PG,A
34.1,20151027,Jackson Reggie,8300,PG,A
32.6,20151027,Schroder Dennis,4600,PG,H
32.0,20151027,Butler Jimmy,7500,SG,H
27.3,20151027,Caldwell-Pope Kentavious,5000,SG,A
26.7,20151027,Rose Derrick,8100,PG,H
22.8,20151027,Gordon Eric,5200,SG,A
21.4,20151027,Teague Jeff,7200,PG,H
20.5,20151027,Smith J.R.,5700,SG,A
16.1,20151027,Moore E'Twaun,3800,PG,H
15.8,20151027,Livingston Shaun,4000,PG,H
15.8,20151027,Dellavedova Matthew,3900,PG,A
15.3,20151027,Thompson Klay,7100,SG,H
12.4,20151027,Snell Tony,3900,SG,H
11.9,20151027,Korver Kyle,5400,SG,H
9.2,20151027,Barbosa Leandro,3900,SG,H
8.0,20151027,Blake Steve,3800,PG,A
6.5,20151027,Robinson Nate,3500,PG,A
6.4,20151027,Brooks Aaron,4200,PG,H
5.9,20151027,Bazemore Kent,3700,SG,H
3.4,20151027,Meeks Jodie,3900,SG,A
0.0,20151027,Rush Brandon,3500,SG,H
0.0,20151027,Cunningham Jared,3500,SG,A
0.0,20151027,Hilliard Darrun,3500,SG,A
0.0,20151027,Holiday Jrue,6000,PG,A
0.0,20151027,Holiday Justin,3500,SG,H
0.0,20151027,Harris Joe,3500,SG,A
0.0,20151027,Mack Shelvin,3500,PG,H
0.0,20151027,Dinwiddie Spencer,3500,PG,A
0.0,20151027,Hinrich Kirk,3800,SG,H
0.0,20151027,Irving Kyrie,7900,PG,A
0.0,20151027,Hardaway Jr. Tim,3900,SG,H
0.0,20151027,Evans Tyreke,7400,PG,A
0.0,20151027,Cole Norris,3500,PG,A
45.5,20151027,James LeBron,11000,SF,A
36.0,20151027,Morris Marcus,5700,SF,A
35.6,20151027,Love Kevin,7200,PF,A
31.1,20151027,Millsap Paul,7700,PF,H
29.3,20151027,Mirotic Nikola,5500,SF,H
29.2,20151027,Davis Anthony,11200,PF,A
27.9,20151027,Ilyasova Ersan,5200,PF,A
24.3,20151027,Barnes Harrison,4600,SF,H
23.6,20151027,Green Draymond,7800,PF,H
22.9,20151027,Sefolosha Thabo,4200,SF,H
20.0,20151027,Gibson Taj,4900,PF,H
18.5,20151027,Gee Alonzo,3600,SF,A
18.4,20151027,Gasol Pau,7900,PF,H
17.4,20151027,Thompson Tristan,5200,PF,A
16.7,20151027,Anderson Ryan,5400,PF,A
16.5,20151027,Speights Marreese,3900,PF,H
15.4,20151027,Cunningham Dante,4200,PF,A
15.3,20151027,Johnson Stanley,4300,SF,A
13.5,20151027,Iguodala Andre,4300,SF,H
12.8,20151027,McDermott Doug,4200,SF,H
12.5,20151027,Jefferson Richard,3500,SF,A
5.2,20151027,Scott Mike,3500,SF,H
2.0,20151027,Jones James,3500,SF,A
2.0,20151027,McAdoo James Michael,3500,PF,H
0.2,20151027,Muscala Mike,3800,PF,H
0.0,20151027,Thompson Jason,4800,PF,H
0.0,20151027,Portis Bobby,3800,PF,H
0.0,20151027,Bairstow Cameron,3500,PF,H
0.0,20151027,Bullock Reggie,3500,SF,A
0.0,20151027,Babbitt Luke,3500,SF,A
0.0,20151027,Dunleavy Mike,4200,SF,H
0.0,20151027,Pondexter Quincy,3900,SF,A
0.0,20151027,Tolliver Anthony,4300,PF,A
49.3,20151027,Drummond Andre,9000,C,A
34.8,20151027,Horford Al,7200,C,H
29.5,20151027,Bogut Andrew,5400,C,H
22.3,20151027,Ezeli Festus,3500,C,H
17.8,20151027,Noah Joakim,5700,C,H
16.3,20151027,Perkins Kendrick,3500,C,A
15.0,20151027,Mozgov Timofey,4800,C,A
11.0,20151027,Baynes Aron,3900,C,A
10.8,20151027,Splitter Tiago,4000,C,H
9.8,20151027,Ajinca Alexis,3500,C,A
6.4,20151027,Varejao Anderson,3900,C,A
0.0,20151027,Kaun Sasha,3500,C,A
0.0,20151027,Anthony Joel,3500,C,A
0.0,20151027,Asik Omer,4500,C,A
0.0,20151027,Felicio Cristiano,3500,C,H
0.0,20151027,Tavares Walter,3500,C,H
36.9,20151027,Smith Ishmael,,NA,A
9.2,20151027,Patterson Lamar,,NA,H
52.4,20151028,Rubio Ricky,7400,PG,A
49.4,20151028,Wall John,9400,PG,A
49.4,20151028,Westbrook Russell,10800,PG,H
47.7,20151028,McCollum C.J.,5200,SG,H
43.5,20151028,Lillard Damian,9000,PG,H
43.2,20151028,Harden James,10800,SG,H
42.9,20151028,Thomas Isaiah,6900,PG,H
42.5,20151028,Paul Chris,9800,PG,A
42.0,20151028,DeRozan DeMar,8000,SG,H
40.8,20151028,Butler Jimmy,7500,SG,A
36.2,20151028,Oladipo Victor,7600,SG,H
35.8,20151028,Walker Kemba,7200,PG,A
35.0,20151028,Payton Elfrid,7400,PG,H
34.6,20151028,Lowry Kyle,7500,PG,H
34.3,20151028,Bryant Kobe,8200,SG,H
32.1,20151028,Wade Dwyane,7000,SG,H
31.8,20151028,Felton Raymond,4000,PG,A
30.7,20151028,Vujacic Sasha,3500,SG,A
29.6,20151028,Hill George,6500,PG,A
29.2,20151028,Beal Bradley,7200,SG,A
28.9,20151028,Smith J.R.,5700,SG,A
28.9,20151028,Vasquez Greivis,4300,PG,H
28.5,20151028,Johnson Joe,6800,SG,H
28.4,20151028,Canaan Isaiah,5200,PG,A
28.0,20151028,Carter-Williams Michael,6800,PG,H
27.9,20151028,Gordon Eric,5200,SG,A
27.9,20151028,Smart Marcus,5700,PG,H
26.7,20151028,Burks Alec,5500,SG,A
25.9,20151028,Williams Louis,4800,SG,H
25.9,20151028,Williams Deron,7000,PG,A
25.5,20151028,Mudiay Emmanuel,5500,PG,A
25.5,20151028,Harris Gary,4200,SG,A
25.3,20151028,Galloway Langston,4500,SG,A
24.8,20151028,Hood Rodney,4200,SG,A
24.7,20151028,Grant Jerian,4400,PG,A
24.2,20151028,Martin Kevin,5200,SG,A
24.2,20151028,Collison Darren,5800,PG,H
24.0,20151028,Larkin Shane,4500,PG,H
23.9,20151028,Belinelli Marco,3800,SG,H
23.8,20151028,Stuckey Rodney,4800,SG,A
23.5,20151028,Caldwell-Pope Kentavious,5000,SG,H
23.4,20151028,Jackson Reggie,8300,PG,H
22.8,20151028,Lawson Ty,7500,PG,H
22.7,20151028,Knight Brandon,6500,PG,H
22.5,20151028,Ginobili Manu,4100,SG,A
21.9,20151028,Rose Derrick,8100,PG,A
21.8,20151028,Bledsoe Eric,7300,SG,H
21.7,20151028,Dellavedova Matthew,3900,PG,A
21.4,20151028,Allen Tony,4700,SG,H
21.2,20151028,Dragic Goran,6500,PG,H
20.8,20151028,Conley Mike,6400,PG,H
20.2,20151028,Augustin D.J.,3800,PG,H
20.1,20151028,Beverley Patrick,4000,PG,H
20.0,20151028,Ellis Monta,6800,SG,A
19.7,20151028,Green Gerald,4000,SG,H
19.6,20151028,Booker Devin,3500,SG,H
19.6,20151028,Chalmers Mario,4000,PG,H
19.5,20151028,Nelson Jameer,4800,PG,A
19.2,20151028,Lin Jeremy,4800,PG,A
18.9,20151028,Clarkson Jordan,6800,PG,H
18.7,20151028,Brooks Aaron,4200,PG,A
18.5,20151028,Goodwin Archie,3500,PG,H
18.4,20151028,Rondo Rajon,5200,PG,H
18.4,20151028,Lee Courtney,3800,SG,H
18.1,20151028,LaVine Zach,6000,SG,A
17.8,20151028,Barton Will,4900,SG,A
16.9,20151028,Williams Maurice,6000,PG,A
16.6,20151028,Green Danny,4200,SG,A
16.4,20151028,Young Nick,3900,SG,H
16.3,20151028,Blake Steve,3800,PG,H
16.2,20151028,McConnell T.J.,3500,PG,A
16.1,20151028,Matthews Wes,6200,SG,A
16.1,20151028,Parker Tony,5500,PG,A
16.0,20151028,Snell Tony,3900,SG,A
15.7,20151028,Holiday Jrue,6000,PG,A
15.7,20151028,Cunningham Jared,3500,SG,A
15.6,20151028,Mills Patty,3800,PG,A
15.2,20151028,Bayless Jerryd,3500,PG,H
15.0,20151028,Redick J.J.,5000,SG,A
14.5,20151028,Crawford Jamal,5200,SG,A
14.2,20151028,Harris Devin,4300,SG,A
13.8,20151028,Foye Randy,4200,SG,A
13.4,20151028,Stephenson Lance,3500,SG,A
13.4,20151028,Vaughn Rashad,3800,SG,H
13.3,20151028,Barea Jose,4500,PG,A
12.8,20151028,Waiters Dion,5000,SG,H
12.7,20151028,Neto Raul,3500,PG,A
12.6,20151028,Sessions Ramon,4200,PG,A
12.3,20151028,Fournier Evan,4100,SG,H
11.9,20151028,Rivers Austin,4000,PG,A
10.2,20151028,Roberson Andre,3500,SG,H
10.2,20151028,Bradley Avery,6000,SG,H
10.2,20151028,Brown Markel,3500,SG,H
10.1,20151028,Crabbe Allen,4000,SG,H
10.0,20151028,Morrow Anthony,4300,SG,H
9.0,20151028,Moore E'Twaun,3800,PG,A
8.4,20151028,Neal Gary,4000,SG,A
7.7,20151028,Roberts Brian,3500,PG,A
7.6,20151028,Russell D'Angelo,5700,PG,H
7.1,20151028,Calderon Jose,4900,PG,A
7.0,20151028,McLemore Ben,4800,SG,H
6.5,20151028,Ross Terrence,3500,SG,H
6.4,20151028,Huertas Marcelo,3500,PG,H
6.4,20151028,Sloan Donald,3500,PG,H
6.4,20151028,Smith Russ,3500,PG,H
6.2,20151028,Terry Jason,3500,PG,H
6.0,20151028,Adams Jordan,3500,SG,H
5.9,20151028,Ellington Wayne,4100,SG,H
4.5,20151028,Watson C.J.,4000,PG,H
4.0,20151028,Udrih Beno,4000,PG,H
3.9,20151028,Harris Joe,3500,SG,A
3.9,20151028,Joseph Cory,4000,PG,H
2.0,20151028,Anderson James,3500,SG,H
1.7,20151028,Burke Trey,5800,PG,A
1.5,20151028,Green Erick,3500,SG,A
1.5,20151028,Robinson Nate,3500,PG,A
1.5,20151028,Hinrich Kirk,3800,SG,A
1.2,20151028,Rozier Terry,3500,PG,H
0.0,20151028,Jenkins John,3900,SG,A
0.0,20151028,Meeks Jodie,3900,SG,H
0.0,20151028,Young Joseph,3500,SG,A
0.0,20151028,Thornton Marcus,3700,SG,H
0.0,20151028,Curry Seth,3500,SG,H
0.0,20151028,Temple Garrett,3900,PG,A
0.0,20151028,Frazier Tim,4000,PG,H
0.0,20151028,Ennis Tyler,3500,PG,H
0.0,20151028,Lamb Jeremy,3900,SG,A
0.0,20151028,Jack Jarrett,6200,PG,H
0.0,20151028,Johnson Tyler,3500,PG,H
0.0,20151028,Connaughton Pat,3500,SG,H
0.0,20151028,Dinwiddie Spencer,3500,PG,H
0.0,20151028,Johnson Chris,3500,SG,A
0.0,20151028,Stauskas Nik,3800,SG,A
0.0,20151028,Harrison Aaron,3500,PG,A
0.0,20151028,Hill Solomon,3800,SG,A
0.0,20151028,Powell Norman,3500,SG,H
0.0,20151028,Miller Andre,3500,PG,A
0.0,20151028,McCallum Ray,3500,PG,A
0.0,20151028,Wright Delon,3500,PG,H
0.0,20151028,Napier Shabazz,3500,PG,H
0.0,20151028,Prigioni Pablo,3500,PG,A
0.0,20151028,Marshall Kendall,3900,PG,A
0.0,20151028,Irving Kyrie,7900,PG,A
0.0,20151028,Richardson Josh,3500,SG,H
0.0,20151028,Henderson Gerald,5100,SG,H
0.0,20151028,Wroten Tony,6300,PG,A
0.0,20151028,Cole Norris,3500,PG,A
0.0,20151028,Jones Tyus,3500,PG,A
0.0,20151028,Hilliard Darrun,3500,SG,H
0.0,20151028,Mayo O.J.,3800,SG,H
0.0,20151028,Antetokounmpo Giannis,6200,SG,H
0.0,20151028,Marble Devyn,3500,SG,H
0.0,20151028,Afflalo Arron,4600,SG,A
0.0,20151028,Wilcox C.J.,3500,SG,A
0.0,20151028,Evans Tyreke,7400,PG,A
0.0,20151028,Hunter R.J.,3800,SG,H
0.0,20151028,Daniels Troy,3500,SG,A
0.0,20151028,Anderson Alan,3500,SG,A
-2.0,20151028,Price Ronnie,3700,PG,H
48.6,20151028,Leonard Kawhi,7800,SF,A
46.6,20151028,Griffin Blake,9900,PF,A
46.4,20151028,George Paul,8500,SF,A
45.1,20151028,Gallinari Danilo,6600,SF,A
43.0,20151028,Davis Anthony,11200,PF,A
38.4,20151028,Noel Nerlens,7500,PF,A
37.5,20151028,Bosh Chris,8000,PF,H
36.7,20151028,Favors Derrick,7300,PF,A
36.3,20151028,Faried Kenneth,6800,PF,A
34.3,20151028,Mirotic Nikola,5500,SF,A
34.1,20151028,Love Kevin,7200,PF,A
33.9,20151028,Williams Derrick,4500,PF,A
33.3,20151028,Anderson Ryan,5400,PF,A
31.6,20151028,Carroll DeMarre,6200,SF,H
30.9,20151028,James LeBron,11000,SF,A
30.3,20151028,Nowitzki Dirk,6200,PF,A
30.3,20151028,Gasol Pau,7900,PF,A
30.2,20151028,Randle Julius,4500,PF,H
28.9,20151028,Leuer Jon,3500,PF,H
28.2,20151028,Durant Kevin,10300,SF,H
27.9,20151028,Harris Tobias,6800,SF,H
27.7,20151028,Anthony Carmelo,9400,SF,A
27.2,20151028,Davis Ed,5200,PF,H
27.1,20151028,Porter Otto,5300,SF,A
27.0,20151028,Diaw Boris,4000,PF,A
26.7,20151028,Crowder Jae,4600,SF,H
26.4,20151028,Sullinger Jared,5000,PF,H
25.7,20151028,Gay Rudy,8100,SF,H
25.5,20151028,Porzingis Kristaps,4800,PF,A
25.5,20151028,Williams Marvin,4200,PF,A
24.2,20151028,Jones Terrence,6000,PF,H
23.9,20151028,Gordon Aaron,3900,PF,H
23.7,20151028,Miles C.J.,4900,SF,A
22.4,20151028,Zeller Cody,3900,PF,A
21.9,20151028,Lauvergne Joffrey,3500,PF,A
21.6,20151028,Aminu Al-Farouq,5200,SF,H
21.6,20151028,Randolph Zach,7200,PF,H
21.5,20151028,Lee David,5400,PF,H
21.1,20151028,Deng Luol,5900,SF,H
20.7,20151028,Morris Marcus,5700,SF,H
20.5,20151028,Aldridge LaMarcus,8700,PF,A
20.2,20151028,Grant Jerami,3700,PF,A
19.7,20151028,Powell Dwight,3500,PF,A
19.4,20151028,Pierce Paul,4400,SF,A
19.3,20151028,Hayward Gordon,7400,SF,A
19.0,20151028,Bjelica Nemanja,3500,SF,A
18.4,20151028,Brewer Corey,4100,SF,H
18.2,20151028,Evans Jeremy,3600,PF,A
17.7,20151028,Batum Nicolas,6500,SF,A
17.5,20151028,Thompson Hollis,3900,SF,A
17.5,20151028,Ibaka Serge,7200,PF,H
17.4,20151028,Garnett Kevin,4000,PF,A
17.2,20151028,Humphries Kris,4400,PF,A
17.1,20151028,Thomas Lance,3500,SF,A
17.0,20151028,Johnson Stanley,4300,SF,H
17.0,20151028,Young Thaddeus,5600,PF,H
16.8,20151028,Sampson JaKarr,4000,SF,A
16.0,20151028,Robinson Thomas,4600,PF,H
15.8,20151028,Casspi Omri,3900,SF,H
15.7,20151028,Kelly Ryan,4400,SF,H
15.6,20151028,Jefferson Richard,3500,SF,A
15.1,20151028,Jerebko Jonas,3500,PF,H
14.9,20151028,Ariza Trevor,5800,SF,H
14.9,20151028,Gooden Drew,3800,PF,A
14.4,20151028,Winslow Justise,4000,SF,H
14.3,20151028,Patterson Patrick,4400,PF,H
14.1,20151028,Thompson Tristan,5200,PF,A
13.8,20151028,Harkless Maurice,3500,SF,H
13.6,20151028,Hezonja Mario,4200,SF,H
13.3,20151028,Haslem Udonis,3500,PF,H
13.1,20151028,Harrell Montrezl,3500,PF,H
12.9,20151028,Ilyasova Ersan,5200,PF,H
12.8,20151028,Warren T.J.,4000,SF,H
12.4,20151028,Butler Caron,3500,SF,H
12.4,20151028,Green JaMychal,3500,PF,H
12.2,20151028,Green Jeff,4600,SF,H
11.9,20151028,Arthur Darrell,3500,PF,A
11.5,20151028,Teletovic Mirza,3800,PF,H
11.4,20151028,Copeland Chris,3800,SF,H
11.4,20151028,Middleton Khris,6100,SF,H
11.2,20151028,Smith Josh,5000,PF,A
11.2,20151028,Villanueva Charlie,3800,PF,A
10.9,20151028,West David,5000,PF,A
10.8,20151028,Turner Evan,6500,SF,H
10.7,20151028,Cunningham Dante,4200,PF,A
10.3,20151028,Inglis Damien,3500,SF,H
10.2,20151028,Tolliver Anthony,4300,PF,H
10.2,20151028,Muhammad Shabazz,4500,SF,A
9.7,20151028,Bogdanovic Bojan,4200,SF,H
8.9,20151028,McDermott Doug,4200,SF,A
8.2,20151028,Wiggins Andrew,7600,SF,A
7.7,20151028,Henson John,4600,PF,H
7.6,20151028,Scola Luis,4200,PF,H
7.6,20151028,Weems Sonny,3500,SF,H
7.6,20151028,Holmes Richaun,3500,PF,A
7.2,20151028,Morris Markieff,6200,PF,H
7.2,20151028,Anderson Kyle,3500,SF,A
7.2,20151028,Bass Brandon,4000,PF,H
6.7,20151028,Early Cleanthony,3800,SF,A
6.6,20151028,McRoberts Josh,4300,PF,H
6.4,20151028,Ingles Joe,3500,SF,A
6.2,20151028,Gee Alonzo,3600,SF,A
6.0,20151028,Hairston P.J.,3500,SF,A
5.9,20151028,Mickey Jordan,3500,PF,H
5.9,20151028,Hilario Nene,4500,PF,A
5.9,20151028,Prince Tayshaun,3500,SF,A
5.2,20151028,Smith Jason,4000,PF,H
5.0,20151028,Johnson Wesley,5100,SF,A
4.4,20151028,Allen Lavoy,4200,PF,A
3.9,20151028,Budinger Chase,4600,SF,A
3.2,20151028,Rudez Damjan,3500,SF,A
3.2,20151028,Anderson Justin,3700,SF,A
3.2,20151028,Millsap Elijah,3800,SF,A
3.2,20151028,Tucker P.J.,5000,SF,H
2.7,20151028,Lyles Trey,3500,PF,A
2.4,20151028,Wood Christian,3500,PF,A
2.1,20151028,Collison Nick,3500,PF,H
2.0,20151028,Jones James,3500,SF,A
1.9,20151028,Barnes Matt,3800,SF,H
1.2,20151028,Kaminsky Frank,4500,PF,A
1.2,20151028,Gibson Taj,4900,PF,A
1.0,20151028,Vonleh Noah,3500,PF,H
0.0,20151028,Bullock Reggie,3500,SF,H
0.0,20151028,Johnson James,3500,SF,H
0.0,20151028,Dekker Sam,3500,SF,H
0.0,20151028,McDaniels K.J.,3700,SF,H
0.0,20151028,Payne Adreian,3500,PF,A
0.0,20151028,Karasev Sergey,3500,SF,H
0.0,20151028,Carter Vince,3500,SF,H
0.0,20151028,Portis Bobby,3800,PF,A
0.0,20151028,Hansbrough Tyler,3500,PF,A
0.0,20151028,Montero Luis,3500,SF,H
0.0,20151028,Ennis James,3500,SF,H
0.0,20151028,Acy Quincy,3600,PF,H
0.0,20151028,Amundson Louis,3500,PF,A
0.0,20151028,Novak Steve,3500,SF,H
0.0,20151028,Covington Robert,5800,SF,A
0.0,20151028,Frye Channing,3800,PF,H
0.0,20151028,Bennett Anthony,3500,PF,H
0.0,20151028,Hickson J.J.,3800,PF,A
0.0,20151028,Babbitt Luke,3500,SF,A
0.0,20151028,McGary Mitch,3500,PF,H
0.0,20151028,Oubre Kelly,3500,SF,A
0.0,20151028,Mbah a Moute Luc,4200,SF,A
0.0,20151028,Bairstow Cameron,3500,PF,A
0.0,20151028,Booker Trevor,4300,PF,A
0.0,20151028,Dudley Jared,4000,SF,A
0.0,20151028,Nicholson Andrew,3500,PF,H
0.0,20151028,Singler Kyle,3500,SF,H
0.0,20151028,Parker Jabari,6200,PF,H
0.0,20151028,Webster Martell,3500,SF,A
0.0,20151028,Jefferson Cory,3500,PF,H
0.0,20151028,Martin Jarell,3500,PF,H
0.0,20151028,Parsons Chandler,7000,SF,A
0.0,20151028,Dunleavy Mike,4200,SF,A
0.0,20151028,Pondexter Quincy,3900,SF,A
0.0,20151028,Stoudemire Amare,4100,PF,H
0.0,20151028,Christmas Rakeem,3500,PF,A
0.0,20151028,Peace Metta World,3500,SF,H
0.0,20151028,Motiejunas Donatas,6400,PF,H
0.0,20151028,Seraphin Kevin,3700,PF,A
0.0,20151028,Alexander Cliff,3500,PF,H
0.0,20151028,Robinson III Glenn,3500,SF,A
0.0,20151028,Moreland Eric,3500,PF,H
0.0,20151028,Reed Willie,3500,PF,H
0.0,20151028,Chandler Wilson,6200,SF,A
0.0,20151028,Caboclo Bruno,3500,SF,H
0.0,20151028,Young James,3500,SF,H
0.0,20151028,Kidd-Gilchrist Michael,5500,SF,A
0.0,20151028,Nance Larry,3500,PF,H
0.0,20151028,Stokes Jarnell,3500,PF,H
52.8,20151028,Monroe Greg,8000,C,H
46.1,20151028,Cousins DeMarcus,10900,C,H
39.0,20151028,Valanciunas Jonas,6000,C,H
36.4,20151028,Lopez Brook,7900,C,H
36.0,20151028,Drummond Andre,9000,C,H
34.2,20151028,Kanter Enes,7000,C,H
33.9,20151028,Okafor Jahlil,5600,C,A
32.0,20151028,Hibbert Roy,5200,C,H
31.5,20151028,Pachulia Zaza,5400,C,A
31.1,20151028,Mahinmi Ian,4800,C,A
30.9,20151028,Jordan DeAndre,7700,C,A
30.7,20151028,O'Quinn Kyle,4500,C,A
28.4,20151028,Bargnani Andrea,4400,C,H
28.1,20151028,Leonard Meyers,4900,C,H
27.9,20151028,Johnson Amir,5200,C,H
26.9,20151028,Towns Karl-Anthony,6100,C,A
26.9,20151028,Gobert Rudy,8300,C,A
26.4,20151028,Capela Clint,4400,C,H
25.5,20151028,Jefferson Al,7800,C,A
25.4,20151028,Vucevic Nikola,7900,C,H
24.9,20151028,Koufos Kosta,3500,C,H
24.6,20151028,Gortat Marcin,6500,C,A
24.2,20151028,Duncan Tim,7500,C,A
23.2,20151028,Plumlee Mason,5000,C,H
19.6,20151028,Hill Jordan,4700,C,A
17.0,20151028,Gasol Marc,8400,C,H
16.2,20151028,Dedmon Dewayne,3800,C,H
15.9,20151028,Adams Steven,4300,C,H
15.3,20151028,Dieng Gorgui,4900,C,A
15.0,20151028,Biyombo Bismack,4200,C,H
14.2,20151028,Noah Joakim,5700,C,A
13.2,20151028,Whiteside Hassan,7700,C,H
12.4,20151028,Lopez Robin,4500,C,A
12.0,20151028,Varejao Anderson,3900,C,A
11.8,20151028,Mozgov Timofey,4800,C,A
11.7,20151028,Chandler Tyson,6200,C,H
11.6,20151028,Len Alex,4200,C,H
10.6,20151028,Hawes Spencer,3500,C,A
10.4,20151028,Wright Brandan,4200,C,H
9.6,20151028,Baynes Aron,3900,C,H
8.8,20151028,Perkins Kendrick,3500,C,A
8.2,20151028,Zeller Tyler,5000,C,H
5.7,20151028,Kaun Sasha,3500,C,A
4.4,20151028,Ajinca Alexis,3500,C,A
4.4,20151028,Cauley-Stein Willie,5300,C,H
3.6,20151028,O'Bryant Johnny,3500,C,H
1.2,20151028,Mejri Salah,3500,C,A
1.0,20151028,Jokic Nikola,3500,C,A
0.2,20151028,Plumlee Miles,3500,C,H
0.0,20151028,Aldrich Cole,4200,C,A
0.0,20151028,Anthony Joel,3500,C,H
0.0,20151028,Whittington Shayne,3500,C,A
0.0,20151028,Blair DeJuan,3800,C,A
0.0,20151028,Sacre Robert,3500,C,H
0.0,20151028,Pleiss Tibor,3500,C,A
0.0,20151028,Olynyk Kelly,4000,C,H
0.0,20151028,Asik Omer,4500,C,A
0.0,20151028,Bonner Matt,3500,C,A
0.0,20151028,Andersen Chris,3500,C,H
0.0,20151028,Kaman Chris,4200,C,H
0.0,20151028,Black Tarik,4300,C,H
0.0,20151028,Felicio Cristiano,3500,C,A
0.0,20151028,Marjanovic Boban,3500,C,A
0.0,20151028,Nogueira Lucas,3500,C,H
0.0,20151028,Nurkic Jusuf,4000,C,A
0.0,20151028,Pekovic Nikola,4800,C,A
0.0,20151028,McGee JaVale,3700,C,A
0.0,20151028,Withey Jeff,3500,C,A
24.8,20151028,Smith Ishmael,,NA,A
19.0,20151028,Hollis-Jefferson Rondae,,NA,H
38.8,20151029,Teague Jeff,7000,PG,A
32.8,20151029,Conley Mike,6400,PG,A
27.4,20151029,Korver Kyle,5200,SG,A
26.7,20151029,Jenkins John,3900,SG,A
26.6,20151029,Hill George,6500,PG,H
25.4,20151029,Udrih Beno,4000,PG,A
24.7,20151029,Barea Jose,4500,PG,A
24.4,20151029,Allen Tony,4700,SG,A
22.3,20151029,Stuckey Rodney,4800,SG,H
22.2,20151029,Harris Devin,4300,SG,A
22.1,20151029,Paul Chris,9800,PG,H
20.9,20151029,Grant Jerian,4400,PG,H
20.4,20151029,Crawford Jamal,5200,SG,H
19.9,20151029,Rivers Austin,4000,PG,H
19.3,20151029,Galloway Langston,4500,SG,H
18.2,20151029,Redick J.J.,5000,SG,H
16.7,20151029,Bazemore Kent,3500,SG,A
16.2,20151029,Schroder Dennis,4800,PG,A
14.9,20151029,Lee Courtney,3800,SG,A
11.9,20151029,Ellis Monta,6800,SG,H
11.4,20151029,Vujacic Sasha,3500,SG,H
10.2,20151029,Felton Raymond,4000,PG,A
7.4,20151029,Stephenson Lance,3500,SG,H
6.7,20151029,Calderon Jose,4900,PG,H
2.0,20151029,Holiday Justin,3500,SG,A
1.7,20151029,Prigioni Pablo,3500,PG,H
0.0,20151029,Hardaway Jr. Tim,3900,SG,A
0.0,20151029,Williams Deron,7000,PG,A
0.0,20151029,Afflalo Arron,4600,SG,H
0.0,20151029,Adams Jordan,3500,SG,A
0.0,20151029,Mack Shelvin,3500,PG,A
0.0,20151029,Hill Solomon,3800,SG,H
0.0,20151029,Smith Russ,3500,PG,A
0.0,20151029,Young Joseph,3500,SG,H
0.0,20151029,Matthews Wes,6200,SG,A
0.0,20151029,Wilcox C.J.,3500,SG,H
42.9,20151029,Anthony Carmelo,9400,SF,H
42.0,20151029,Griffin Blake,9900,PF,H
38.7,20151029,Millsap Paul,7700,PF,A
35.1,20151029,George Paul,8500,SF,H
29.4,20151029,Nowitzki Dirk,6200,PF,A
23.6,20151029,Porzingis Kristaps,4800,PF,H
22.2,20151029,Miles C.J.,4900,SF,H
21.6,20151029,Randolph Zach,7200,PF,A
21.1,20151029,Barnes Matt,3800,SF,A
21.1,20151029,Green Jeff,4600,SF,A
17.8,20151029,Pierce Paul,4400,SF,H
17.6,20151029,Powell Dwight,3500,PF,A
16.7,20151029,Smith Josh,5000,PF,H
16.4,20151029,Johnson Wesley,5100,SF,H
15.7,20151029,Anderson Justin,3700,SF,A
13.0,20151029,Villanueva Charlie,3800,PF,A
12.5,20151029,Budinger Chase,4600,SF,H
12.4,20151029,Williams Derrick,4500,PF,H
11.1,20151029,Thomas Lance,3500,SF,H
9.8,20151029,Green JaMychal,3500,PF,A
5.8,20151029,Evans Jeremy,3600,PF,A
4.7,20151029,Scott Mike,3500,SF,A
2.7,20151029,Allen Lavoy,4200,PF,H
1.5,20151029,Mbah a Moute Luc,4200,SF,H
0.0,20151029,Early Cleanthony,3800,SF,H
0.0,20151029,Carter Vince,3500,SF,A
0.0,20151029,Seraphin Kevin,3700,PF,H
0.0,20151029,Robinson III Glenn,3500,SF,H
0.0,20151029,Muscala Mike,3500,PF,A
0.0,20151029,Stokes Jarnell,3500,PF,A
0.0,20151029,Martin Jarell,3500,PF,A
0.0,20151029,Sefolosha Thabo,4300,SF,A
0.0,20151029,Amundson Louis,3500,PF,H
0.0,20151029,Parsons Chandler,7000,SF,A
0.0,20151029,Christmas Rakeem,3500,PF,H
40.3,20151029,Horford Al,7300,C,A
36.1,20151029,Gasol Marc,8400,C,A
34.0,20151029,Jordan DeAndre,7700,C,H
27.5,20151029,O'Quinn Kyle,4500,C,H
23.8,20151029,Mahinmi Ian,4800,C,H
21.3,20151029,Lopez Robin,4500,C,H
15.4,20151029,Splitter Tiago,3900,C,A
14.2,20151029,Wright Brandan,4200,C,A
14.1,20151029,Pachulia Zaza,5400,C,A
11.2,20151029,Hill Jordan,4700,C,H
7.6,20151029,Mejri Salah,3500,C,A
2.2,20151029,Tavares Walter,3500,C,A
1.0,20151029,Aldrich Cole,4200,C,H
0.0,20151029,Whittington Shayne,3500,C,H
0.0,20151029,McGee JaVale,3700,C,A
